"","...1","record","species_code","group","run_name","scientific_name.x","common_name","breeding_date_source","breeding_start_dt","breeding_end_dt","nonbreeding_start_dt","nonbreeding_end_dt","postbreeding_migration_start_dt","postbreeding_migration_end_dt","prebreeding_migration_start_dt","prebreeding_migration_end_dt","year_round_start_dt","year_round_end_dt","Credibility Code","Sample Size","Precision","Abundance","Significance","AOU","Region","common_name.y","Region Name","Model","N Routes","Trend","2.5%CI","97.5%CI","Relative Abundance","SpecID","PassNonPass","IOCOrder","Family","BLFamilyEnglish","scientific_name.y","Data","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","understory","midhigh","canopy","aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","size","AB_mig","eBird_mig","AB_diet","sw_diet","AB_foraging","sw_foraging","Eastern.Western","Forest.Type","BodyMass-Value","Source_BM","date_dif","days_div"
"79",126,37,"brwhaw","migrant","brwhaw-ERD2018-EBIRD_SCIENCE-20191105-28bc0bd6","Buteo platypterus","Broad-winged Hawk","ebird",2018-06-07,2018-07-27,2018-12-07,2018-02-01,2018-08-03,2018-11-30,2018-02-08,2018-05-31,"NA","NA","Y","NA","NA","Y","1",3430,"SU1","Broad-winged Hawk","Survey-wide","Dh",1608,0.6,0.25,0.93,0.11,"4810","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo platypterus","1","10","70","20","0","0","0","0","0","0","0","VertFishScav","0","0","100","0","0","0","0","0","1","0","453.65",NA,"N","NA","C","NA","G","Eastern","Boreal",453.65,"Elton",312,104
"80",86,213,"bkpwar","migrant","bkpwar-ERD2018-EBIRD_SCIENCE-20191105-90a313d7","Setophaga striata","Blackpoll Warbler","ebird",2018-06-14,2018-08-10,2018-12-14,2018-04-05,2018-08-17,2018-12-07,2018-04-12,2018-06-07,"NA","NA","Y","NA","Y","Y","NA",6610,"SU1","Blackpoll Warbler","Survey-wide","Dh",253,-2.16,-8.43,0.26,0.95,"12713","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica striata","0","70","0","0","0","0","0","10","10","10","0","Invertebrate","0","0","0","0","100","0","0","0","1","0","11.84",NA,"N","NA","I","NA","F","Eastern","Boreal",11.84,"Elton",305,102
"81",98,12,"yebcuc","migrant","yebcuc-ERD2018-EBIRD_SCIENCE-20191104-5cda9463","Coccyzus americanus","Yellow-billed Cuckoo","ebird",2018-06-28,2018-08-17,2018-12-14,2018-03-15,2018-08-24,2018-12-07,2018-03-22,2018-06-21,"NA","NA","NA","NA","NA","NA","2",3870,"SU1","Yellow-billed Cuckoo","Survey-wide","Dh",2419,-0.73,-0.99,-0.5,4.51,"1858","Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos","Coccyzus americanus","1","60","10","20","0","0","0","10","0","0","0","Invertebrate","0","0","0","0","40","60","0","0","1","0","64",NA,"N","NA","O","NA","F","Eastern","Temperate",64,"Elton",312,104
"82",121,148,"swathr","migrant","swathr-ERD2018-EBIRD_SCIENCE-20191104-ed5d5ccf","Catharus ustulatus","Swainson's Thrush","ebird",2018-06-14,2018-07-27,2018-12-14,2018-02-15,2018-08-03,2018-12-07,2018-02-22,2018-06-07,"NA","NA","NA","NA","NA","NA","2",7580,"SU1","Swainson's Thrush","Survey-wide","Dh",1402,-0.43,-0.87,-0.1,32.91,"8906","Passeriformes","Passeriformes","Turdidae","Thrushes","Catharus ustulatus","1","60","0","0","0","0","0","40","0","0","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","30.3",NA,"N","NA","I","NA","F","NA","Boreal",30.3,"Elton",319,106
"83",133,84,"whevir","migrant","whevir-ERD2018-EBIRD_SCIENCE-20191104-a75ed91b","Vireo griseus","White-eyed Vireo","ebird",2018-06-07,2018-08-24,2018-12-14,2018-02-08,2018-08-31,2018-12-07,2018-02-15,2018-05-31,"NA","NA","NA","NA","NA","NA","1",6310,"SU1","White-eyed Vireo","Survey-wide","Dh",1534,0.7,0.51,0.89,5.4,"7763","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo griseus","0","70","0","0","0","0","0","10","0","0","20","Invertebrate","0","0","0","40","40","20","0","0","1","0","11.4",NA,"N","NA","I","NA","F","Eastern","Temperate",11.4,"Elton",284,95
"84",99,235,"scatan","migrant","scatan-ERD2018-EBIRD_SCIENCE-20191104-9cbe898c","Piranga olivacea","Scarlet Tanager","ebird",2018-06-07,2018-08-17,2018-12-21,2018-01-25,2018-08-24,2018-12-14,2018-02-01,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",6080,"SU1","Scarlet Tanager","Survey-wide","DD",1814,-0.1,-1.21,0.11,1.31,"12915","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies","Piranga olivacea","1","80","0","0","0","0","0","10","0","0","10","Invertebrate","0","0","10","10","40","40","0","0","1","0","28.2",NA,"N","NA","I","NA","F","Eastern","Temperate",28.2,"Elton",291,97
"85",122,215,"palwar","migrant","palwar-ERD2018-EBIRD_SCIENCE-20191103-d6272620","Setophaga palmarum","Palm Warbler","ebird",2018-05-31,2018-07-27,2018-12-21,2018-03-08,2018-08-03,2018-12-14,2018-03-15,2018-05-24,"NA","NA","Y","NA","NA","Y","NA",6720,"SU1","Palm Warbler","Survey-wide","Dh",283,0.38,-2.37,2.46,0.53,"12711","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica palmarum","0","70","0","0","0","0","0","10","10","10","0","Invertebrate","0","0","100","0","0","0","0","0","1","0","10.3",NA,"N","NA","I","NA","G","Eastern","Boreal",10.3,"Elton",305,102
"86",35,196,"naswar","migrant","naswar-ERD2018-EBIRD_SCIENCE-20191104-ab46da59","Leiothlypis ruficapilla","Nashville Warbler","ebird",2018-06-14,2018-07-13,2018-12-28,2018-02-15,2018-07-20,2018-12-21,2018-02-22,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6450,"SU1","Nashville Warbler","Survey-wide","Dh",1242,-0.26,-0.96,0.4,12.63,"12672","Passeriformes","Passeriformes","Parulidae","New World warblers","Vermivora ruficapilla","1","80","0","0","0","0","0","10","10","0","0","Invertebrate","0","0","0","40","40","20","0","0","1","0","8.09",NA,"N","NA","I","NA","F","NA","NA",8.09,"Elton",333,111
"87",100,124,"ruckin","migrant","ruckin-ERD2018-EBIRD_SCIENCE-20191029-377787cb","Regulus calendula","Ruby-crowned Kinglet","ebird",2018-06-07,2018-08-17,2018-12-28,2018-03-08,2018-08-24,2018-12-21,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",7490,"SU1","Ruby-crowned Kinglet","Survey-wide","DD",1311,0.38,-0.71,1.22,13.86,"10158","Passeriformes","Passeriformes","Reguliidae","Goldcrests and kinglets","Regulus calendula","1","80","0","0","0","0","0","0","0","20","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","6.19",NA,"N","NA","I","NA","F","NA","Boreal",6.19,"Elton",291,97
"88",40,14,"bkbcuc","migrant","bkbcuc-ERD2018-EBIRD_SCIENCE-20191109-bd43e63e","Coccyzus erythropthalmus","Black-billed Cuckoo","ebird",2018-06-14,2018-07-13,2018-10-20,2018-04-06,2018-07-20,2018-10-19,2018-04-05,2018-06-07,"NA","NA","Y","NA","NA","Y","2",3880,"SU1","Black-billed Cuckoo","Survey-wide","Dh",1764,-1.6,-3.97,-0.83,0.53,"1857","Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos","Coccyzus erythropthalmus","1","60","10","10","10","0","0","10","0","0","0","Invertebrate","0","0","30","30","30","10","0","0","1","0","50.9","N","NA","I","I","F","F","Eastern","NA",50.9,"Elton",333,111
"89",101,198,"conwar","migrant","conwar-ERD2018-EBIRD_SCIENCE-20191112-fb208068","Oporornis agilis","Connecticut Warbler","ebird",2018-06-07,2018-07-06,2018-10-20,2018-05-02,2018-08-24,2018-10-19,2018-05-03,2018-05-31,"NA","NA","Y","NA","NA","Y","NA",6780,"SU1","Connecticut Warbler","Survey-wide","Dh",259,-0.91,-2.49,0.41,0.72,"12729","Passeriformes","Passeriformes","Parulidae","New World warblers","Oporornis agilis","1","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","80","20","0","0","0","0","1","0","13.3","N","NA","I","I","G","G","Eastern","NA",13.3,"Elton",333,111
"90",135,204,"kirwar","migrant","kirwar-ERD2018-EBIRD_SCIENCE-20191030-6019259a","Setophaga kirtlandii","Kirtland's Warbler","ebird",2018-06-07,2018-08-24,2018-10-20,2018-05-02,2018-08-31,2018-10-19,2018-05-03,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",6700,"SUR","Kirtland's Warbler","Survey-wide","Dh",5,3.848,-1.479,17.929,0.169,"12707","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica kirtlandii","0","70","0","0","0","0","0","30","0","0","0","Invertebrate","0","0","0","20","80","0","0","0","1","0","13.94","S","NA","I","I","F","F","Eastern","NA",13.94,"Elton",284,95
"91",146,60,"nobtyr","migrant","nobtyr-ERD2018-EBIRD_SCIENCE-20191112-e5f2b236","Camptostoma imberbe","Northern Beardless-Tyrannulet","ebird",2018-04-19,2018-09-07,2018-10-26,2018-02-22,2018-09-14,2018-10-19,2018-03-01,2018-04-12,"NA","NA","NA","NA","NA","NA","NA",4720,"SUR","Northern Beardless-Tyrannulet","Survey-wide","DD",6,0.234,-1.983,3.021,0.193,"5848","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Camptostoma imberbe","0","70","0","0","0","0","0","30","0","0","0","Invertebrate","0","0","0","20","30","50","0","0","1","0","7.4","N","NA","I","I","F","F","NA","NA",7.4,"Elton",221,74
"92",164,95,"bkwvir","migrant","bkwvir-ERD2018-EBIRD_SCIENCE-20191113-37e3717c","Vireo altiloquus","Black-whiskered Vireo","ebird",2018-05-10,2018-08-31,2018-10-27,2018-02-21,2018-09-07,2018-10-26,2018-02-22,2018-05-03,"NA","NA","NA","NA","NA","NA","NA",6230,"SUR","Black-whiskered Vireo","Survey-wide","Dh",9,-0.621,-3.35,0.085,7.638,"7797","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo altiloquus","0","60","0","0","0","0","0","20","0","20","0","Invertebrate","0","0","0","0","20","80","0","0","1","0","18.97","N","NA","I","I","F","F","Eastern","NA",18.97,"Elton",249,83
"93",15,86,"gryvir","migrant","gryvir-ERD2018-EBIRD_SCIENCE-20191113-2128ff3c","Vireo vicinior","Gray Vireo","ebird",2018-05-24,2018-07-06,2018-11-02,2018-03-08,2018-07-13,2018-10-26,2018-03-15,2018-05-17,"NA","NA","Y","NA","NA","Y","1",6340,"SU1","Gray Vireo","Survey-wide","Sh",105,3.99,1.93,6.15,0.39,"7779","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo vicinior","0","70","0","0","0","0","0","0","0","0","30","Invertebrate","0","0","0","50","50","0","0","0","NA","NA","NA","N","NA","I","I","F","F","Western","NA",12.4,"Elton",319,106
"94",55,25,"bkchum","migrant","bkchum-ERD2018-EBIRD_SCIENCE-20191105-45166956","Archilochus alexandri","Black-chinned Hummingbird","ebird",2018-05-24,2018-07-20,2018-11-03,2018-02-28,2018-07-27,2018-11-02,2018-03-01,2018-05-17,"NA","NA","Y","NA","NA","Y","NA",4290,"SU1","Black-chinned Hummingbird","Survey-wide","Dh",466,0.32,-0.19,0.85,0.19,"2792","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds","Archilochus alexandri","0","10","0","0","0","0","0","0","90","0","0","FruiNect","0","0","0","50","40","0","10","0","1","0","3.39","N","NA","N","N","F","F","Western","NA",3.39,"Elton",305,102
"95",72,145,"veery","migrant","veery-ERD2018-EBIRD_SCIENCE-20191104-d6350f2b","Catharus fuscescens","Veery","ebird",2018-06-07,2018-08-03,2018-11-03,2018-04-11,2018-08-10,2018-11-02,2018-04-12,2018-05-31,"NA","NA","NA","NA","NA","NA","2",7560,"SU1","Veery","Survey-wide","Dh",1531,-0.57,-0.9,-0.22,6.1,"8902","Passeriformes","Passeriformes","Turdidae","Thrushes","Catharus fuscescens","1","50","0","0","0","0","0","40","0","10","0","Omnivore","0","0","100","0","0","0","0","0","1","0","31.9","N","NA","O","O","G","G","Eastern","NA",31.9,"Elton",305,102
"96",73,77,"subfly","migrant","subfly-ERD2018-EBIRD_SCIENCE-20191113-4e0cf910","Myiodynastes luteiventris","Sulphur-bellied Flycatcher","ebird",2018-06-07,2018-08-03,2018-11-03,2018-02-14,2018-08-10,2018-11-09,2018-02-15,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",4510,"SUR","Sulphur-bellied Flycatcher","Survey-wide","Dh",3,0.007,-2.565,4.014,0.199,"6212","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Myiodynastes luteiventris","0","40","0","0","0","0","0","30","0","30","0","Omnivore","0","0","0","0","0","50","50","0","1","0","46.9","N","NA","O","O","AF","AF","NA","NA",46.9,"Elton",305,102
"97",37,69,"gryfly","migrant","gryfly-ERD2018-EBIRD_SCIENCE-20191112-73d0e2bd","Empidonax wrightii","Gray Flycatcher","ebird",2018-06-14,2018-07-13,2018-11-09,2018-03-08,2018-07-20,2018-11-02,2018-03-15,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",4691,"SU1","Gray Flycatcher","Survey-wide","Dh",273,1.32,-0.26,2.33,1.8,"6044","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Empidonax wrightii","0","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","12.3","N","NA","I","I","F","F","Western","NA",12.5,"Elton",333,111
"98",38,93,"warvir","migrant","warvir-ERD2018-EBIRD_SCIENCE-20191030-cae24d55","Vireo gilvus","Warbling Vireo","ebird",2018-06-14,2018-07-13,2018-11-09,2018-03-01,2018-07-20,2018-11-02,2018-03-08,2018-06-07,"NA","NA","NA","NA","NA","NA","1",6270,"SU1","Warbling Vireo","Survey-wide","Dh",2933,0.58,0.25,0.89,5.1,"7803","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo gilvus","1","80","0","0","0","0","0","10","0","0","10","Invertebrate","0","0","0","20","30","50","0","0","NA","NA","NA","N","NA","I","I","F","F","NA","NA",12.95,"Elton",333,111
"99",16,17,"chwwid","migrant","chwwid-ERD2018-EBIRD_SCIENCE-20191112-3f7bf8ba","Antrostomus carolinensis","Chuck-will's-widow","ebird",2018-05-31,2018-07-06,2018-11-10,2018-02-02,2018-07-13,2018-11-09,2018-02-01,2018-05-24,"NA","NA","NA","NA","NA","NA","2",4160,"SU1","Chuck-will's-widow","Survey-wide","Dh",781,-1.57,-1.87,-1.29,1.44,"3228","Nonpasseriformes","Caprimulgiformes","Caprimulgidae","Nightjars","Caprimulgus carolinensis","0","90","10","0","0","0","0","0","0","0","0","Invertebrate","0","10","20","20","10","0","40","0","1","1","109","N","NA","I","I","AF","AF","Eastern","NA",109,"BOW",326,109
"100",39,20,"chiswi","migrant","chiswi-ERD2018-EBIRD_SCIENCE-20191026-07dd1280","Chaetura pelagica","Chimney Swift","ebird",2018-05-31,2018-07-13,2018-11-10,2018-03-14,2018-07-20,2018-11-09,2018-03-15,2018-05-24,"NA","NA","NA","NA","NA","NA","2",4230,"SU1","Chimney Swift","Survey-wide","DD",2614,-1.95,-2.1,-1.81,7.89,"2399","Nonpasseriformes","Apodiformes","Apodidae","Swifts","Chaetura pelagica","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","0","10","30","60","0","1","0","23.6","N","NA","I","I","AF","AF","Eastern","NA",23.6,"Elton",319,106
"101",56,15,"comnig","migrant","comnig-ERD2018-EBIRD_SCIENCE-20191105-3cf8df7e","Chordeiles minor","Common Nighthawk","ebird",2018-06-21,2018-07-20,2018-11-10,2018-03-21,2018-07-27,2018-11-09,2018-03-22,2018-06-14,"NA","NA","NA","NA","NA","NA","2",4200,"SU1","Common Nighthawk","Survey-wide","Dh",2656,-1.27,-1.6,-0.96,2.43,"3215","Nonpasseriformes","Caprimulgiformes","Caprimulgidae","Nightjars","Chordeiles minor","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","10","0","0","90","0","1","1","79.3","N","NA","I","I","AF","AF","NA","NA",79.3,"Elton",333,111
"102",127,130,"buggna","migrant","buggna-ERD2018-EBIRD_SCIENCE-20191026-1e4bd001","Polioptila caerulea","Blue-gray Gnatcatcher","ebird",2018-06-07,2018-07-27,2018-11-16,2018-02-15,2018-08-03,2018-11-09,2018-03-01,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",7510,"SU1","Blue-gray Gnatcatcher","Survey-wide","Dh",2254,0.26,-0.01,0.5,3.21,"9801","Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers","Polioptila caerulea","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","5.8","N","NA","I","I","F","F","NA","NA",6,"Elton",312,104
"103",175,224,"gchwar","migrant","gchwar-ERD2018-EBIRD_SCIENCE-20191113-09870d42","Setophaga chrysoparia","Golden-cheeked Warbler","ebird",2018-03-22,2018-08-03,2018-11-16,2018-02-15,2018-08-04,2018-11-15,2018-02-16,2018-03-21,"NA","NA","NA","NA","NA","NA","NA",6660,"SUR","Golden-cheeked Warbler","Survey-wide","Dh",8,0,-0.779,1.886,1.074,"12700","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica chrysoparia","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","0","60","40","0","0","1","0","9.9","N","NA","I","I","F","F","Western","NA",9.9,"Elton",228,76
"104",54,64,"eawpew","migrant","eawpew-ERD2018-EBIRD_SCIENCE-20191103-1f271963","Contopus virens","Eastern Wood-Pewee","ebird",2018-06-28,2018-07-20,2018-11-23,2018-03-22,2018-07-27,2018-11-16,2018-03-29,2018-06-21,"NA","NA","NA","NA","NA","NA","2",4610,"SU1","Eastern Wood-Pewee","Survey-wide","Dh",2591,-1.09,-1.25,-0.95,3,"6028","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Contopus virens","1","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","33","33","33","0","0","0","1","0","13.9","N","NA","I","I","F","F","Eastern","NA",14.1,"Elton",340,113
"105",68,63,"wewpew","migrant","wewpew-ERD2018-EBIRD_SCIENCE-20191104-048364ad","Contopus sordidulus","Western Wood-Pewee","ebird",2018-06-14,2018-08-03,2018-11-23,2018-03-22,2018-08-10,2018-11-16,2018-03-29,2018-06-07,"NA","NA","NA","NA","NA","NA","2",4620,"SU1","Western Wood-Pewee","Survey-wide","DD",1338,-0.91,-1.56,-0.55,6.95,"6027","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Contopus sordidulus","1","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","33","33","33","0","0","0","1","0","13.1","N","NA","I","I","F","F","Western","NA",12.73,"Elton",312,104
"106",128,92,"phivir","migrant","phivir-ERD2018-EBIRD_SCIENCE-20191109-f66cc57f","Vireo philadelphicus","Philadelphia Vireo","ebird",2018-06-14,2018-07-27,2018-11-23,2018-03-22,2018-08-03,2018-11-16,2018-03-29,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",6260,"SU1","Philadelphia Vireo","Survey-wide","Dh",528,1.82,-0.04,3.46,1.31,"7790","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo philadelphicus","1","70","0","0","0","0","0","20","0","10","0","Invertebrate","0","0","0","0","50","50","0","0","NA","NA","NA","N","NA","I","I","F","F","Eastern","NA",12.2,"Elton",319,106
"107",147,35,"gryhaw2","migrant","gryhaw2-ERD2018-EBIRD_SCIENCE-20191108-d5cd683d","Buteo plagiatus","Gray Hawk","ebird",2018-04-12,2018-09-07,2018-11-23,2018-02-15,2018-09-14,2018-11-16,2018-02-22,2018-04-05,"NA","NA","NA","NA","NA","NA","NA",3460,"SUR","Gray Hawk","Survey-wide","Dh",6,6.748,2.772,11.327,0.437,"4806","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo nitidus","0","20","20","60","0","0","0","0","0","0","0","VertFishScav","0","0","0","33","33","33","0","0","1","0","519.04","NR","NA","C","C","GH","GH","NA","NA",528.2,"Elton",214,71
"108",136,146,"gycthr","migrant","gycthr-ERD2018-EBIRD_SCIENCE-20191108-7e84c2ae","Catharus minimus","Gray-cheeked Thrush","ebird",2018-06-14,2018-07-13,2018-11-24,2018-04-11,2018-08-31,2018-11-23,2018-04-12,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",7570,"SUR","Gray-cheeked Thrush","Survey-wide","Dh",115,-1.328,-3.18,1.189,9.539,"8903","Passeriformes","Passeriformes","Turdidae","Thrushes","Catharus minimus","1","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","80","0","10","10","0","0","1","0","31.58","N","NA","I","I","G","G","Eastern","NA",30.57,"Elton",333,111
"109",69,82,"grykin","migrant","grykin-ERD2018-EBIRD_SCIENCE-20191112-16b1e0c9","Tyrannus dominicensis","Gray Kingbird","ebird",2018-06-07,2018-08-03,2018-11-30,2018-02-22,2018-08-10,2018-11-23,2018-03-01,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",4450,"SUR","Gray Kingbird","Survey-wide","Dh",22,0.778,-1.16,3.978,0.402,"6196","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Tyrannus dominicensis","0","60","0","10","0","0","0","30","0","0","0","Invertebrate","0","0","40","30","30","0","0","0","1","0","46.5","N","NA","I","I","F","F","Eastern","NA",43.57,"Elton",305,102
"110",70,238,"robgro","migrant","robgro-ERD2018-EBIRD_SCIENCE-20191103-63b9d4e9","Pheucticus ludovicianus","Rose-breasted Grosbeak","ebird",2018-06-21,2018-08-03,2018-11-30,2018-03-29,2018-08-10,2018-11-23,2018-04-05,2018-06-14,"NA","NA","NA","NA","NA","NA","2",5950,"SU1","Rose-breasted Grosbeak","Survey-wide","Dh",1810,-0.32,-0.62,-0.06,2.05,"13275","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies","Pheucticus ludovicianus","1","50","0","0","0","0","0","20","0","20","10","Omnivore","0","0","20","20","30","30","0","0","NA","NA","NA","N","NA","O","O","F","F","Eastern","NA",45.02,"Elton",319,106
"111",129,221,"btywar","migrant","btywar-ERD2018-EBIRD_SCIENCE-20191026-f4e4f45f","Setophaga nigrescens","Black-throated Gray Warbler","ebird",2018-06-07,2018-07-27,2018-11-30,2018-02-08,2018-08-03,2018-11-23,2018-03-08,2018-05-31,"NA","NA","NA","NA","NA","NA","2",6650,"SU1","Black-throated Gray Warbler","Survey-wide","Dh",411,-0.65,-1.52,0,4.09,"12696","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica nigrescens","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","100","0","0","0","0","1","0","8.6999999999999993","N","NA","I","I","F","F","Western","NA",7.9,"Elton",312,104
"112",154,157,"pingro","migrant","pingro-ERD2018-EBIRD_SCIENCE-20191109-2857f8b9","Pinicola enucleator","Pine Grosbeak","ebird",2018-05-03,2018-09-14,2018-11-30,2018-03-01,2018-09-21,2018-11-23,2018-03-08,2018-04-26,"NA","NA","Y","NA","NA","Y","NA",5150,"SU1","Pine Grosbeak","Survey-wide","Dh",270,-1.46,-4.19,0.25,0.13,"12387","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers","Pinicola enucleator","0","20","0","0","0","0","0","20","0","30","30","PlantSeed","0","0","0","0","80","20","0","0","1","0","56.4","S","NA","G","G","F","F","NA","NA",56.4,"Elton",228,76
"113",130,136,"grycat","migrant","grycat-ERD2018-EBIRD_SCIENCE-20191102-6a99286f","Dumetella carolinensis","Gray Catbird","ebird",2018-06-07,2018-07-27,2018-12-07,2018-03-08,2018-08-03,2018-11-30,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",7040,"SU1","Gray Catbird","Survey-wide","Dh",3062,-0.05,-0.15,0.05,2.21,"9557","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers","Dumetella carolinensis","1","60","0","0","0","0","0","40","0","0","0","Invertebrate","0","0","0","80","20","0","0","0","1","0","35.299999999999997","N","NA","I","I","F","F","Eastern","NA",34.8,"Elton",312,104
"114",87,94,"reevir1","migrant","reevir1-ERD2018-EBIRD_SCIENCE-20191029-df20b55d","Vireo olivaceus","Red-eyed Vireo","ebird",2018-06-14,2018-08-10,2018-12-08,2018-02-28,2018-08-17,2018-12-07,2018-03-01,2018-06-07,"NA","NA","NA","NA","NA","NA","1",6240,"SU1","Red-eyed Vireo","Survey-wide","Dh",3351,0.64,0.41,0.84,15.53,"7791","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo olivaceus","1","60","0","0","0","0","0","20","0","20","0","Invertebrate","0","0","0","0","20","80","0","0","1","0","16.059999999999999","N","NA","I","I","F","F","Eastern","NA",16.06,"Elton",305,102
"115",148,129,"brncre","migrant","brncre-ERD2018-EBIRD_SCIENCE-20191103-66aa6356","Certhia americana","Brown Creeper","ebird",2018-05-17,2018-09-07,2018-12-14,2018-03-08,2018-09-14,2018-12-07,2018-03-15,2018-05-10,"NA","NA","Y","NA","NA","Y","NA",7260,"SU1","Brown Creeper","Survey-wide","DD",1224,0.36,-0.16,0.84,0.35,"9656","Passeriformes","Passeriformes","Certhiidae","Treecreepers","Certhia americana","1","70","0","0","0","0","0","0","0","20","10","Invertebrate","0","0","10","30","30","30","0","0","NA","NA","NA","S","NA","I","I","B","B","NA","NA",8.4,"Elton",249,83
"116",71,90,"buhvir","migrant","buhvir-ERD2018-EBIRD_SCIENCE-20191104-127f258c","Vireo solitarius","Blue-headed Vireo","ebird",2018-06-07,2018-08-03,2018-12-21,2018-02-08,2018-08-10,2018-12-14,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","1",6290,"SU1","Blue-headed Vireo","Survey-wide","DD",1217,1.97,0.61,2.75,1.41,"7787","Passeriformes","Passeriformes","Vireonidae","Vireos and allies","Vireo solitarius","1","70","0","0","0","0","0","30","0","0","0","Invertebrate","0","0","0","20","40","40","0","0","NA","NA","NA","N","NA","I","I","F","F","Eastern","NA",15.3,"Elton",305,102
"117",176,147,"bicthr","migrant","bicthr-ERD2018-EBIRD_SCIENCE-20191030-bda67faa","Catharus bicknelli","Bicknell's Thrush","ebird",2018-06-14,2018-07-13,2018-12-21,2018-03-01,2018-07-14,2018-12-20,2018-03-02,2018-06-13,"NA","NA","NA","NA","NA","NA","NA",7571,"SUR","Bicknell's Thrush","Survey-wide","Dh",5,-2.208,-7.509,2.913,0.013,"8904","Passeriformes","Passeriformes","Turdidae","Thrushes","Catharus bicknelli","0","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","80","20","0","0","0","0","1","0","27.79","N","NA","I","I","G","G","NA","NA",27.79,"Elton",333,111
"118",191,193,"swawar","migrant","swawar-ERD2018-EBIRD_SCIENCE-20191112-21158dfa","Limnothlypis swainsonii","Swainson's Warbler","ebird",2018-05-10,2018-07-20,2018-11-19,2018-03-21,2018-07-21,2018-11-18,2018-03-22,2018-05-03,"NA","NA","Y","NA","NA","Y","1",6380,"SU1","Swainson's Warbler","Survey-wide","Dh",306,2.08,1.14,2.96,0.1,"12723","Passeriformes","Passeriformes","Parulidae","New World warblers","Limnothlypis swainsonii","0","90","0","10","0","0","0","0","0","0","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","18.899999999999999","N","NA","I","I","G","G","Eastern","NA",18.9,"Elton",291,97
